"Sejauh ini dengan banyaknya era baru, seperti AI sekarang yang ramai diperbancangkan, hal2 seperti itu sangat membantu pekerjaan manusia. Lebih cepat, efisien. Tapi juga ada kekhawatiran tersendiri tentang bagaimana nantinya era baru akan menggantikan tenaga kerja manusia. Terlebih lagi jika kecerdasan buatan akan disalahgunakan fungsinya untuk hal2 yang hanya menyongsong kepentingan pribadi. ","Sejauh ini, saya hanya berfokus pada pengaruh kecerdasan buatan di bidang keuangan. Bisa jadi ada kecerdasan buatan yang nantinya dapat otomatis digunakan tanpa bantuan manusia, jadi data yang diolah bisa lebih cepat dan akurat. Ada satu profesi lagi, seperti karyawan toko biasa yang sekarang saja beberapa sudah menggunakan robot untuk kerja pelayanan. Dan bahkan, ada toko2 yang tidak merekrut karyawan sama sekali karena sudah dikontrol dengan cctv toko dan customer diharuskan melakukan self service. Hal ini juga berdampak dengan kenaikan pengangguran tenaga kerja jika seseorang tersebut tidak kreatif.",Ya,"Ya. Karena, siapa yang tidak ingin kegiatan sehari harinya dijalankan dengan lebih cepat, apalagi juga akurat. Tidak banyak membuang waktu dan tidak merepotkan.","Ya. Namun, ada motivasi dan keyakinan dari beberapa orang bahwa secanggih2nya kecerdasan buatan yang akan hadir di dunia, hal itu tidak akan mengalahkan SDM atau tenaga dan cara manusia bekerja. Jadi, mungkin beberapa tahun kedepan, harapan dari adanya kecerdasan buatan bisa menjadi pendamping dalam memudahkan pekerjaan tanpa desrupsi berlebih."
dunia benar-benar berkembang dengan pesat dan luar biasa,iya,tidak ,iya,tidak
"Menurut saya, Hmm, cukup bagus karena adanya Kecerdasan buatan yang dapat membantu menyelesaikan sebuah pekerjaan, tapi disisi lain ada dampak negatif nya lapangan pekerjaan jadi berkurang. ","Iya, jadi ketergantungan sama teknologi","Iya kemungkinan, tapi saya tetep condokng tidak karena yang akan digantikan yang bagian kasir atau admin atau sejenisnya aja, Bagian seperti akuntan publik mungkin tidak. Kurang lebih begitu ","Iya profesi akuntansi cukup banyak menggunakan teknologi seperti di bidang excel, sistem informasi, dan lainnya yang berhubungan ","Tidak, tidak akan tergeser"
"society is group of people with different culture, religious and beliefs but stay together in same community.  and society with artificial intelligent is society with advanced in technology.","Yes, the emergence of society has indeed had a significant impact on various professional fields due to advancements in big data, robotics, and artificial intelligence (AI). These technologies have transformed the way we work, communicate, and interact with information.","Yes, the field of accounting is certainly one that has been and continues to be affected by disruption. The advent of technology, particularly the automation of tasks and the development of advanced software, has had a significant impact on the profession.

One of the primary areas of disruption in accounting is the automation of routine tasks. With the help of accounting software and artificial intelligence, many manual and repetitive tasks such as data entry, reconciliations, and basic calculations can now be performed quickly and accurately by machines. This has reduced the need for human involvement in these tasks and has freed up accountants to focus on more complex and value-added activities.

Furthermore, cloud-based accounting systems have transformed the way accounting information is stored, accessed, and shared. These systems allow for real-time collaboration between accountants and clients, eliminating the need for physical paperwork and enabling remote work. This has improved efficiency and streamlined processes in the field of accounting.

Additionally, advancements in data analytics and machine learning have enabled accountants to gain deeper insights from financial data. These technologies can analyze large volumes of data quickly, identify patterns and trends, and provide valuable insights for decision-making. Accountants now have access to more sophisticated tools for financial analysis, forecasting, and risk assessment.

While these disruptions have undoubtedly changed the landscape of accounting, they have also created new opportunities for accountants. The profession now requires accountants to develop additional skills such as data analysis, technology proficiency, and strategic thinking. Accountants who can adapt to these changes and embrace new technologies have the potential to thrive in this evolving field.

Overall, the disruption caused by technology in the accounting profession has led to increased efficiency, improved accuracy, and the need for accountants to acquire new skills. While some traditional accounting tasks may be automated, the role of accountants remains crucial in providing valuable insights, financial guidance, and strategic advice to businesses and individuals.","Yes, there is indeed disruption in the field of accounting that is making the profession more reliant on robotics, big data, and artificial intelligence (AI) technologies. These technologies have the potential to significantly transform and enhance various aspects of the accounting profession.

    Robotics: Robotics process automation (RPA) is being increasingly adopted in accounting to automate repetitive and rule-based tasks. Software robots can handle tasks such as data entry, invoice processing, reconciliation, and report generation with higher accuracy and efficiency, reducing the need for manual intervention.

    Big Data: The availability of vast amounts of data has opened up new opportunities for accountants. Big data analytics allows accountants to analyze large datasets quickly and extract valuable insights. It enables them to identify patterns, detect anomalies, and make data-driven decisions. Accountants can use big data to enhance financial reporting, risk management, fraud detection, and forecasting.

    Artificial Intelligence: AI technologies, such as machine learning and natural language processing, are being utilized in accounting to automate complex tasks and improve decision-making. Machine learning algorithms can analyze historical financial data to predict trends, identify risks, and provide accurate forecasts. Natural language processing enables accountants to extract information from unstructured documents like contracts, invoices, and financial statements more efficiently.","The field of accounting is indeed experiencing significant advancements due to robotics and artificial intelligence (AI). Automation and AI technologies have the potential to disrupt certain aspects of the accounting profession, but it is unlikely to entirely displace accountants in the near future. Let me explain further.

    Automation of repetitive tasks: Robotics and AI can automate repetitive and rule-based tasks such as data entry, reconciliations, and basic calculations. This automation can significantly improve efficiency and accuracy in these areas. As a result, accountants can focus more on higher-level analysis and decision-making.

    Data analysis and insights: AI-powered tools can analyze large volumes of financial data quickly and identify patterns, anomalies, and insights that may not be easily detectable by humans alone. Accountants can leverage these tools to provide more valuable financial analysis and strategic advice to clients or organizations.

    Compliance and regulation: The accounting profession is heavily regulated, and staying up to date with changing regulations can be time-consuming. AI technologies can assist accountants in monitoring compliance, identifying potential issues, and ensuring adherence to regulations."
Pada era tersebut hampir seseluruh tenaga kerja ndustri di dunia akan terganti karena makin canggihnya teknologi yang ada,"Ya, hampir semua","tidak, akuntansi memiliki proses yg hanya manusia asli yg bisa melakukan proses tsb",tidak,tidak
society 5.0 muncul dengan tujuan memudahkan pekerjaan atau aktivitas yang dilakukan oleh manusia agar lebih cepat dan efisien dengan memanfaatkan teknologi.,"berdampak, seperti pekerjaan manusia yang digantikan dengan robot atau mesin.","menurut saya berdampak namun tidak terlalu signifikan, karena data tersebut harus dijalankan atau dilakukan oleh para akuntan yang mengetahui tentang sistem keuangan perusahaan.","lebih banyak, karena akuntansi berkaitan dengan banyak data.","untuk jangka pendek tidak, namun untuk jangka panjang mungkin lama-kelamaan akan tergeser dengan sedikit-demi sedikit."
Menurut saya dengan adanya AI ini akan lebih memudahkan aktifitas manusia,"Berdampak, karena dengan adanya AI akan lebih memudahkan manusia dalam melakukan pengolahan data. Meskipun tetap dibutuhkannya seorang akuntan","Tidak, karena tetap dibutuhkannya para profesional akuntan","Tidak, tetapi tetap dibutuhkan AI dalam membantu para akuntan","Tidak, karena untuk pengolahan data secara serius tetap dibutuhkan para akuntan untuk mengolahnya"
"Pendapat saya, ya bagus, karena memang harus ada perkembangan/perubahan di kehidupan ini, tapi alangkah baiknya, kita harus selektif terhadap perubahan yg terjadi","Ada beberapa profesi yg terancam posisinya aman tergantikan oleh AI, karena suatu perusahaan akan lebih sedikit mengeluarkan beban gaji untuk karyawannya ","Jika dibidang audit, auditor tidak akan terancam pekerjaan, akan tetapi AI tersebut akan membantu menyelesaikan pekerjaan/proyeknya",Ya bisa membantu para pekerja dalam menyelesaikan proyek/tugasnya,Jawaban sama seperti soal no.3
menurut saya society 5.0 akan berdampak besar terhadap kemajuan sebab society 5.0 bisa dibilang konsep yang memungkinkan umat manusia menggunakan ilmu pengetahuan berbasis teknologi modern seperti AI dan robot untuk memenuhi kebutuhan dan mempermudah kehidupan manusia.,menurut saya berdampak karena adanya society 5.0 akan mempengaruhi semua profesi profesi dimana kemunculan tersebut akan mempermudah membantu pekerjaan di tiap bidangnya,iya berdampak,menurut saya jika menggunakan robot tidak bisa sebab profesi akuntansi membutuhkan kecerdasan dan ketilitian besar kemungkinan profesi akuntansi hanya dibantu oleh teknologi modern tetpi tdk bisa diganti robot,tidak... karena kecerdasan yg dimiliki robot tidak sebanding dengan IQ manusia
"Pastinya akan semakin terbantu dengan adanya AI, tapi juga menghawatirkan ketika AI ini akan mudah disalahgunakan oleh pihak pihak yang tidak bertanggung jawab","Menurut saya tidak semua profesi, karena ada beberapa profesi yang menurut pemikiran saya tidak dapat digantikan oleh AI seperti dokter, psikiater, atau profesi profesi yang melibatkan critical thinking juga melibatkan naluri",Bisa jadi,"Ya, tenaga akuntan akan terbantu dalam beberapa hal seperti sesederhana menyimpan bukti bukti transaksi","Menurut saya memang berpotensi besar jika seorang akuntan digantikan oleh AI, tetapi dalam beberapa hal AI masih belum mampu untuk menyamakan dengan kecerdasan manusia"
"menurut saya hal ini merupakan dampak keberhasilan pemikiran manusia demi kemudahan untuk menjalani kehidupan, jadi adanya society 5.0 juga tidak buruk","tidak semua, karena ada beberapa profesi yang meskipun kemajuan teknologi tidak dapat menggantikan peran profesi tersebut, salah satunya yaitu tenaga pendidik, memang bisa diganti dengan kecerdasan buatan namun tidak semua teknologi bisa memakai perasaan guna memahami peserta didiknya masing-masing",bisa jadi,bisa jadi iya,"tidak, karena bagaimanapun sistem tidak akan berpengaruh secara langsung dalam jangka pendek"
Adanya AI dapat membantu manusia dalam melakukan suatu pekerjaan,Iya berdampak,Iya,"Iya, namun hal tersebut hanya sebagai pendukung dari suatu pekerjaan manusia","Kehadiran teknologi menjadi salah satu temuan inovatif yang memiliki fungsi untuk memajukan sistem operasional menjadi lebih fleksibel dan mudah dijangkau, sehingga tidak ada alasan bahwa kehadiran teknologi sudah pasti akan menghapus peran akuntan. Namun, Hal tersebut memaksa para akuntan untuk memodernkan pemikiran dan kemampuannya agar dapat menyesuaikan diri dengan perubahan zaman, sehingga peran mereka dari sisi akuntansi tidak akan hilang, tetapi justru berkolaborasi dengan teknologi."
cukup baik dan memudahkan namun kemunculan tersebut bisa melemahkan tenaga kerja manusia karena tergantikan oleh robot ,menurut saya tidak semua namun sebagian besarr dapat menggantikan bidang profesi yang dikerjakan oleh manusia karena telah ada robot yang lebih canggih ,bisa jadi karena sudah banyak aplikasi aplikasi akuntansi yang sangat mudah untuk digunakan ,menurut saya dalam bidang profesi akuntansi masih belum banyak yang menggunakan teknologi robotic karena masih memerlukan tenaga manusia,bisa jadi karena semakin bertambahnya tahun semakin canggih pula teknologi yang ada karena ilmu pengetahuan setiap orang yang semakin berkembang hingga bisa menciptakan teknologi tersebut 
"era society 5.0 yang memunculkan inovasi-inovasi tentu dapat mempermudah pekerjaan manusia dalam kesehariannya, bahkan dalam pekerjaannya. perlu adanya upaya penyesuaian oleh manusia untuk mengimbangi serta mengerti sepenuhnya tentang era society 5.0 ini. ",tentu society 5.0 ini berdampak pada beberapa profesi. saat ini sudah semakin banyak profesi yang menggunakan inovasi-inovasi era society 5.0 ini.,"iya, akuntansi merupakan salah satu profesi yang akan terkena dampak dari society 5.0 ini.",penggunaan teknologi robotic dan kecerdasan buatan yang muncul tentu akan semakin banyak digunakan dalam kegiatan bidang profesi saat terjadi disrupsi pada bidang tersebut,"profesi akuntansi barangkali akan tergeser dengan kecerdasan buatan maupun roboti. di era sekarang ini. namun, tidak sepenuhnya yang tergantikan. dengan syarat para profesi akuntansi tersebut dapat melakukan penyesuaian dan menguasai perubahan yang terjadi"
"Pendapat saya tentang munculnya society 5.0, pekerjaan sekarang bisa sangat mudah dilakukan karena akan ada bantuan dari robotic dan semacamnya","Berkembangnya teknologi mengubah peran manusia dalam banyak hal. Banyak pekerjaan memang telah mampu digantikan oleh mesin, tetapi hal tersebut juga dibarengi dengan makin berkembangnya kemampuan manusia dalam berbagai hal baru.
","sesuai dengan catatan US News & World Report, profesi akuntan tidak akan hilang dan masih sangat dibutuhkan. Bahkan, akuntan berada dalam urutan ke-13 dalam daftar pekerjaan bidang bisnis terbaik pada 2021.

Menurut Accounting Today, akuntan akan mampu memainkan peran yang lebih strategis, meskipun beberapa fungsinya akan digantikan oleh mesin. Peran akuntan akan meluas. Misalnya, sebagai konsultan bisnis dan mitra strategis yang tidak hanya bertanggung jawab sebagai ahli keuangan","ya, karena semakin berkembang nya teknologi maka semakin berkembang juga pemikiran manusia yang menyebabkan ingin menggunakan teknologi robotic dan lain lain, akan tetapi pekerjaan akuntansi tidak bisa terganti kan dengan adanya robot","ya, karna ketika terjadi disrupsi maka minat yang ada pada bidang akuntansi akan mengalami penurunan karena banyak yang sudah menggunakan AI. "
konsep yang memungkinkan umat manusia menggunakan ilmu pengetahuan berbasis teknologi modern seperti AI dan robot untuk memenuhi kebutuhan dan mempermudah kehidupan manusia,"Iya, karena dengan adanya kemajuan teknologi tersebut semua aktivitas yang dilakukan menjadi praktis.","Tidak, dikarenakan dengan adanya akuntan sistem keuangan dapat terkendali dan teratur. Sehingga kita bisa  mengetahui sistem keuangan yang sedang dijalani.","Iya, karena dengan banyaknya era teknologi tersebut sebenarnya membuat seseorang menjadi  malas untuk melakukan secara manual, semua orang menginginkan secara praktis.","Tidak juga, karena adanya robot tersebut juga membutuhkan manusia dalam menjalankan robot tersebut."
"menurut pendapat saya di era society 5.0 dengan munculnya kecerdasan buatan, robotic dll memberikan dampak yang sangat besar terhadap segala aspek kehidupan. dampak yang diberikan sangat bermanfaat bagi banyak orang namun tak jarang juga dapat memberikan dampak negatif. tergantung dari pemanfaatan teknologi teesebut. apalagi kalau suatu saat dapat menggantikan profesi manusia.",iya. semua bidang profesi mendapat dampak dari adanya society 5.0 . mungkin hal ini memang dapat membantu mereka dalam membantu menyelesaikan pekerjaan namun apabila kecerdasan buatan ini terlalu cerdas dapat menggantikan posisi manusia dalam segala pekerjaan dan hal ini tidaklah baik,"kemungkinan besar bisa berdampak. dengan semakin canggihnya teknologi, bidang profesi Akuntan dapat dengan mudah digantikan oleh teknologi kecerdasan buatan ","iya, karena menggunakan teknologi dinilai dapat mengerjakan pekerjaan dengan efektif dan efisien maka kebanyakan orang pasti lebih memilih menggunakan teknologi robotik, big data dan kecerdasan buatan ","iya, tidak sepadannya kemampuan manusia dengan kecepatan robot dan teknologi, maka peran manusia dapat dengan mudah digantikan oleh kecerdasan buatan "
saya tidak terlalu tau apa itu robotic,sangat berdampak untuk kita semua,iya,iya sangat berpengaruh karena diera sekarang masih belom banyak dilakukan,5 sampai 10 tahun kedepan
sangat bagus,tidak semua apabila masih ada yang menggunakan manual,menurut saya tidak,"mungkin untuk sebagian besar ya, namun tidak semua menggunakan teknologi robotic",iyaaa dalam beberapa tahun ke depan mungkin saja bisa
Menurut saya teknologi ini sangat baik dan bisa diikuti oleh generasi milenial,Tifak semua karena ada beberapa yang masih menggubakan manual,"Iya, karena peraturan teknologi juga berkembang dengan cepat",Iya ,Iya dengn teknologinyang sangat canggih kemungkinan profesi ini rentan digantikan
Menurut saya sangat keren pastinya dengan zaman sekarang tetapi tidak semua orang juga bisa mengikuti perkembangan tersebut,iya karena bidang profesi tersebut berkaitan dengan teknologi ,bisa jadi,kemungkinan iya karena di era digitalisasi semua akan beralih menggunakan teknologi robotic,tidak karena seiring berkembangnya zaman robotic akan terus melakukan perubahan dan semakin canggih menjadi lebih baik lagi 
Society 5.0 sebagai peluang besar untuk membantu memudahkan dalam mengambil keputusan yang lebih baik dan meningkatkan efisiensi produksi.,"Iya, salah satunya adalah risiko hilangnya pekerjaan akibat otomatisasi dan robotisasi yang semakin luas.","Iya, profesi akuntansi telah mengalami beberapa disrupsi dalam beberapa tahun terakhir. Salah satu contoh disrupsi di bidang akuntansi yaitu pengenalan perangkat lunak akuntansi berbasis cloud.","Iya, teknologi otomatis seperti AI dapat digunakan untuk memproses faktur, menyelesaikan rekonsiliasi bank, dan menghasilkan laporan keuangan yang dapat mengurangi waktu yang dibutuhkan oleh akuntan.","Tidak, akuntan masih diperlukan untuk memberikan penilaian profesional dan saran kepada klien. Peran akuntan mungkin berubah tetapi tidak akan hilang secara keseluruhan."
"Era society 5.0 merupakan era munculnya kecerdasan buatan, robotic, dan data besar. Manusia memanfaatkan teknologi  membuat hal tersebut untuk mempermudah pekerjaan manusia dan hal tersebut pastinya memiliki dampak negatif dan positif.","Ya, munculnya society 5.0 memiliki dampak terhadap semua profesi. ","Ya, profesi akuntansi merupakan bidang profesi yang akan terkena disrupsi","Adanya disrupsi di bidang profesi akuntansi, membuat profesi tsb akan menggunakan dan memanfaatkan teknologi ","Meskipun peranan profesi akuntansi akan digantikan oleh robotic, tetap saja perlu adanya tenaga manusia untuk mendukung teknologi tersebut. "
"Sekarang AI sangatlah merajalela, takutnya banyak pekerjaan manusia yang tergantikan ",Menurut saya iya,"Mungkin tidak, dikarenakan mengelola masalah keuangan tidak tentu bisa dilakukan oleh teknologi, dan tetap membutuhkan tenaga manusia",Mungkin,"Bisa, dikarenakan AI jaman sekarang sangatlah canggih, sehingga bisa saja nanti menyerupai pemikiran manusia"
Menurut saya hal tersebut baik namun di setiap adanya teknologi baru pasti memiliki kekurangan,"iya, berdampak",iya,"tidak juga, karena mau tidak mau dalam bagian akuntansi pasti tetap membutuhkan SDM untuk lebih teliti dan detail",bisa jadi
"Sangat membantu mempermudah dalam mengerjakan sebuah tugas, namun juga menjerumuskan karena manusia jadi malas belajarm",Iya berdampak ,"Tidak selalu, karena profesi akuntansi juga sangat penting dilakukan oleh manusia.","Iya, lebih banyak menggunakan teknologi ","Mungkin bisa saja, karena manusia sering kali memalsukan sebuah laporan. Jika menggunakan teknologi maka sebuah kepalsuan tersebut dapat dikurangi bahkan dihindari."
"Luar biasa, efeknya mempermudah kita hidup",Hampir berdampak pada semua bidang,"Salah satu yang terkena disrupsi, tapi tidak terlalu parah menurut saya",Iya,Mungkin
"Hal ini dapat menjadi suatu solusi untuk mengatasi keterancaman lingkungan kita. Karena konsep Society 5.0 mempercayai bahwa kinerja suatu perusahaan atau rumah produksi tidak hanya berpatokan pada ukuran keuangan saja, melainkan juga sejahteraan dari masyarakat serta pekerjanya. ","Iya, kadena pada era society 5.0 hampir semua bidang pekerjaan kerah putih bisa tergantikan, yang pada dasarnya mengandalkan kemampuan intelektual. AI bukanlah hanya perangkat yang akan membantu manusia, melainkan juga bisa menggantikan manusia. Semua pekerjaan profesional seperti insinyur, dokter, akuntan, dan pengacara bisa digantikan.","Iya, karena banyak yang lebih menggunakan komputer akuntansi seperti myob, zahir, accurate, dll. Hal ini disebabkan lebih efektif dan menghemat waktu serta biaya. ","Ada, karena pekerjaan akuntan dan auditor akan diambil alih oleh peran robot/komputer","Meskipun mengalami banyak perubahan, profesi akuntan dinilai masih eksis hingga masa kini. Agar dapat menyesuaikan diri dengan era transformasi digital yang semakin canggih, seorang akuntan perlu meng-upgrade kualitas diri."
"Saya melihat potensi besar dari konsep Society 5.0, terutama dalam hal memecahkan masalah kompleks dan mendesak yang dihadapi oleh masyarakat saat ini. Dengan memanfaatkan big data, robotik, dan kecerdasan buatan, kita dapat mengembangkan solusi cerdas untuk mengoptimalkan penggunaan sumber daya dan mengurangi dampak lingkungan. Selain itu, teknologi ini juga dapat digunakan untuk meningkatkan akses dan kualitas pendidikan, kesehatan, dan layanan publik lainnya.","Ya, munculnya Society 5.0 akan berdampak pada semua bidang profesi, termasuk profesi akuntansi. Hal ini dikarenakan perkembangan teknologi big data, robotic, dan kecerdasan buatan akan mempengaruhi cara kerja dan tuntutan dalam berbagai profesi.","Ya, profesi akuntansi adalah salah satu bidang profesi yang terkena dampak disrupsi, terutama karena kemajuan teknologi dan otomatisasi. Dalam beberapa tahun terakhir, teknologi telah memungkinkan perusahaan untuk memanfaatkan sistem akuntansi yang lebih canggih dan otomatis, sehingga pekerjaan akuntansi yang sebelumnya dilakukan oleh manusia dapat dilakukan oleh komputer.
","Ya, perkembangan teknologi seperti robotic, big data, dan kecerdasan buatan memang mempengaruhi aktivitas dalam bidang profesi akuntansi, sehingga semakin banyak digunakan dalam praktik akuntansi. Teknologi robotic dapat digunakan untuk mengotomatisasi dan mempercepat proses akuntansi, seperti pencatatan transaksi, pengecekan kebenaran data, dan pemrosesan laporan keuangan. 
","Perkembangan teknologi seperti robotic dan kecerdasan buatan memang telah memberikan dampak besar pada praktik akuntansi. Namun, disrupsi ini tidak berarti bahwa peran manusia dalam praktik akuntansi akan tergantikan sepenuhnya oleh teknologi dalam waktu beberapa tahun kedepan. Meskipun teknologi bisa digunakan untuk otomatisasi dan mempercepat proses akuntansi, namun masih dibutuhkan keterampilan dan pengetahuan manusia dalam menginterpretasikan data, mengevaluasi informasi, dan membuat keputusan yang tepat."
menurut saya society 5.0 ini akan mempengaruhi beberapa bidang profesi dimana mungkin beberapa orang akan memanfaatknnya karena menganggap akan lebih praktis dan efisien jika menggunakan teknologi robotic atau lainnya. ,menurut saya beberapa akan terdampak akam tetapi tidak semua karena tidak semua pekerjaan manusia dapat digantikan oleh teknologi karena secanggih canggihnya teknologi pekerjaan manusia tetap dibutuhkan,"iya mungkin, karena saat ini banyak juga aplikasi² penghitung cepat seperti excel dan sebagainya",iya karena mungkin kedepannya penggunaan ini akan dianggap lebih efisien dan juga meminimalisir terjadinya kesalahan karena semuanya serba otomatis,"saya kira hal ini mungkin saja terjadi tapi tidak dalam waktu dekat karena akuntansi juga butuh ketelitian dan juga saya rasa meskipun digantikan oleh robotic, robotic akan dikerjakan manusia"
Menurut saya era ini sangat membantu untuk memudahkan manusia dalam menjalani kehidupan sehari hari ,Menurut saya iya berdampak,Menurut saya bisa saja,Iya bisa saja karena semakin canggih akan memudahkan pengguna yang membutuhkan.,"Bisa jadi, karena dengan robotic proses laporan keuangan dll bisa menjadi lebih singkat dan mudah daripada manusia yang memiliki lelah dan kadang salah input."
"Society 5.0 dengan munculnya big data, robotic dan kecerdasan buatan sangat bermanfaat bagi pemenuhan kebutuhan dan mempermudah kehidupan manusia. Dimana pada saat ini tentunya perubahan teknologi tentunya sangat berpengaruh dan sangat dibutuhkan dalam segala aspek.","Iya, karena di luar negeri banyaknya big data, robotic, dan kecerdasan buatan membuat tergesernya manusia dalam lapangan pekerjaan. Akibat dari kecepatan akses untuk teknologi lebih cepat dan menghasilkan laba maksimum bagi perusahaan. Dan itu juga berdampak pada angka kelahiran suatu negara dimana lebih memilih berkutat dengan teknologi. ","Iya, karena sekarang ini sudah banyak big data seperti aplikasi akuntansi yang dapat digunakan oleh orang awam yang hampir tidak pernah belajar akuntansi. Seperti sistem informasi penjualan financial technology.","Iya, namun menurut saya perusahaan masih memerlukan seorang akuntan dikarenakan tidak semua robot atau big data dapat bertahan lama dengan umur ekonomis yang tentunya akan semakin berkurang. Dan walau dengan kecerdasan buatan namun kecerdasan buatan tersebut tidak ada naluri atau kesadaran yang membuat perlu adanya orang yang mengawasi dan menjalankan IA tersebut. ","Tidak, karena pada saat ini Indonesia masih menjadi negara berkembang yang tentu jika berubah menjadi negara maju akan membutuhkan waktu lama."
"Menurut saya society 5.0 dapat memberikan banyak manfaat jika dikelola dengan baik. Big data, misalnya, dapat digunakan untuk membuat keputusan yang lebih tepat dan efisien dalam berbagai aspek kehidupan, seperti kesehatan, transportasi, dan manajemen sumber daya alam","Ya, munculnya Society 5.0 dapat berdampak pada semua bidang profesi, termasuk dalam akuntansi, keuangan, teknologi informasi, kesehatan, pendidikan, dan lain-lain.",Menurut saya Iya,"Ya, menurut saya ada disrupsi di bidang profesi",menurut saya profesi akuntansi tidak akan sepenuhnya tergeser oleh kecerdasan buatan dalam rentan beberapa tahun kedepan
"Era ini sangat keren, menurut saya perkembangan dunia benar benar hebat",Menurut saya tidak semua profesi terdampak,Menurut saya dengan adanya teknologi terbaru ini untuk membantu kita dan memudahkan untuk input data akuntansi. tapi tetap saja representasi dan keputusan yang di ambil dari hasil data itu tidak dapat tergantikan oleh robot karena semua tergantung pada situasi dan kondisi ,"iya, menggunakan tekhnologi robotic hanya untuk memudahkan saja","mungkin beberapa tahun ke depan tegnologi akan semakin canggih, tetapi itu hanya membantu untuk penginputan saja. beberapa tahun ke depan kita juga harus meningkatkan kualitas diri kita sehingga tidak tergantikan dengan tegnologi. "
"Society 5.0 adalah sebuah konsep yang berpusat pada manusia yang berbasis pada teknologi, dimana konsep ini dikembangkan oleh Jepang untuk menjelaskan visi masa depan masyarakat yang digerakkan oleh teknologi tinggi.",ya karena konsep society 5.0 memungkinkan umat manusia menggunakan ilmu pengetahuan berbasis teknologi modern seperti AI dan robot untuk memenuhi kebutuhan dan mempermudah kehidupan manusia.,"ya sehingga akuntan harus menyiapkan Membuat manajemen waktu, manajemen waktu yang baik seseorang akan lebih bisa terorganisir dalam menyelesaikan pekerjaan.","ya, karena kemajuan teknologi yang semakin canggih membuat peran manusia tergeserkan","ya, karena perubahan yang terjadi mengakibatkan menurunnya peran dan kebutuhan akuntan di dunia kerja dan sehingga mereka harus berpindah ke bidang pekerjaan atau industri lain."
Menurut saya society 5.0 merupakan peluang besar bagi kita untuk belajar lebih jauh lagi untuk memanfaatkan berbagai perkembangan yang kian maju. Namun hal ini juga menjadi tantangan dan ancaman bagi kami selaku calon akuntan yang mana bisa saja di masa depan profesi kita dapat digantikan oleh robot.,"ya, menurut saya berdampak","Ya, termasuk dalam profesi yang terkena disrupsi","Penggunaan teknologi robotic tentunya diperlukan dalam profesi akuntansi di masa depan. Namun, seorang profesi akuntan sendiri tetap lebih dibutuhkan karena seseorang yang akan memrogram teknologi dalam akuntansi tersebut tidak lain ialah seorang akuntan itu sendiri. Dan jika terdapat kesalahan error data atau terserang malware, peran seorang akuntan sangat diperlukan di sini","Menurut saya mungkin akan tergeser. Tetapi, sama seperti jawaban saya sebelumnya, seorang akuntan di masa depan akan tetap sangat dibutuhkan. Mengingat yang mengendalikan teknologi dan memanajemen teknologi dibidang akuntansi tersebut ialah seoarng akuntan itu sendiri."
"menurut saya society 5.0 ini termasuk konsep teknologi yang menarik dan bermanfaat tetapi tetap menggunakan dengan bijak, dan menjadi pembantu dalam ilmu pengetahuan bukan untuk pegangan","menurut saya tidak, karena pengoperasian teknologi inipun pasti dirancang oleh ajli manusia, dan pasti terus perlu untuk dikembangakan. jadi pastinya (wallahu alam) ada profesi yang tidak bisa digatikan","mungkin iya dan mungkin tidak, karena profesi dalam bidang akuntansi pun cukup banyak dan juga kembali aplikasi yang menggatikan pun pasti butuh ahli nya",bisa jadi iya karena memudahkan seseotang dalam melakukan pekerjaan nya,"mungkin iya dan mungkin tidak, karena terus berkembangnya teknologi membuat semua pekerjaan menjadi lebih mudah"
"era society 5.0 ini merupakan era semakin canggihnya dunia dalam semua hal. semakin lama beberapa hal di dunia ini akan tergantikan oleh teknologi seperti big data, robotic, kecerdasan buatan",Menurut saya tidak semua profesi akan berdampak pada munculnya society 5.0,Bisa iya bisa juga tidak,"mungkin semakin berkembangnya teknologi akan mendorong profesi akuntan untuk banyak menggunakan teknologi robotic, bigdata, dll. ","mungkin sedikit tergeser karena adanya robotic dan kecerdasan buatan, tetapi dalam beberapa hal hanya bisa dilakukan oleh manusia dengan profesi akuntan"
Kalau dari saya sendiri hal tersebut banyak sekali memiliki manfaat dan sangat membantu untuk perkembangan jaman memudahkan manusia dalam melakukan sesuatu dan ada tantangan tersendiri dimana SDM manusia dibeberapa profesi mulai tidak dibutuhkan pada halnya teknologi tersebut seperti pedang bermata 2,"Sependek pengetahuan saya pastinya ada beberapa profesi yang tergeser dalam bidang tertentu dan itu juga menjadi tantangan tersendiri kepada diri sendiri untuk lebih meningkatkan hal"" yg tidak dipunyai oleh kecerdasan buatan atau ai",Kalau dari yang saya dengar akuntansi terkena disrupsi tetapi kita sebagai akuntan memiliki sisi kelibhan yang tidak dipunyai oleh ai tersebut dan hal itu yang harus kita kembangkan,"Mungkin tetap saja 60% menggunakan manusia,karena sistem ai merupakan buatan manusia yang sewaktu"" pasti terjadi error atau perlu tambahan data"" lagi untuk mengikuti perkembangan jaman ",Mungkin bisa saja tetapi kita sebagai pembuat kecerdasan buatan pasti memiliki banyak kelebihan dari pada ai
